title,description,topic,date,link
Guide To Finding The Right Predictive Maintenance Machine Learning Techniques,"What happens to a life so dependent on machines, when that particular machine breaks down? This is precisely why there’s a dire need for predictive maintenance with machine learning.",Machine Learning," Oct 25, 2021",https://www.kdnuggets.com/2021/10/guide-right-predictive-maintenance-machine-learning-techniques.html
Introduction to AutoEncoder and Variational AutoEncoder (VAE),Autoencoders and their variants are interesting and powerful artificial neural networks used in unsupervised learning scenarios. Learn how autoencoders perform in their different approaches and how to implement with Keras on the instructional data set of the MNIST digits.,Autoencoder," Oct 22, 2021",https://www.kdnuggets.com/2021/10/introduction-autoencoder-variational-autoencoder-vae.html
"KDnuggets™ News 21:n40, Oct 20: The 20 Python Packages You Need For Machine Learning and Data Science; Ace Data Science Interviews with Portfolio Projects",The 20 Python Packages You Need For Machine Learning and Data Science; How to Ace Data Science Interview by Working on Portfolio Projects; Deploying Your First Machine Learning API; Real Time Image Segmentation Using 5 Lines of Code; What is Clustering and How Does it Work?,Clustering," Oct 20, 2021",https://www.kdnuggets.com/2021/n40.html
Real Time Image Segmentation Using 5 Lines of Code,"PixelLib Library is a library created to allow easy integration of object segmentation in images and videos using few lines of python code. PixelLib now provides support for PyTorch backend to perform faster, more accurate segmentation and extraction of objects in images and videos using PointRend segmentation architecture.",Computer Vision," Oct 18, 2021",https://www.kdnuggets.com/2021/10/real-time-image-segmentation-5-lines-code.html
Serving ML Models in Production: Common Patterns,"Over the past couple years, we've seen 4 common patterns of machine learning in production: pipeline, ensemble, business logic, and online learning. In the ML serving space, implementing these patterns typically involves a tradeoff between ease of development and production readiness. Ray Serve was built to support these patterns by being both easy to develop and production ready.",FastAPI," Oct 18, 2021",https://www.kdnuggets.com/2021/10/serving-ml-models-production-common-patterns.html
How to calculate confidence intervals for performance metrics in Machine Learning using an automatic bootstrap method,"Are your model performance measurements very precise due to a “large” test set, or very uncertain due to a “small” or imbalanced test set?",Machine Learning," Oct 15, 2021",https://www.kdnuggets.com/2021/10/calculate-confidence-intervals-performance-metrics-machine-learning.html
Deploying Your First Machine Learning API,Effortless way to develop and deploy your machine learning API using FastAPI and Deta.,API," Oct 14, 2021",https://www.kdnuggets.com/2021/10/deploying-first-machine-learning-api.html
The 20 Python Packages You Need For Machine Learning and Data Science,"Do you do Python? Do you do data science and machine learning? Then, you need to do these crucial Python libraries that enable nearly all you will want to do.",Data Science," Oct 14, 2021",https://www.kdnuggets.com/2021/10/20-python-packages.html
Building Multimodal Models: Using the widedeep Pytorch package,This article gets you started on the open-source widedeep PyTorch framework developed by Javier Rodriguez Zaurin.,Machine Learning," Oct 13, 2021",https://www.kdnuggets.com/2021/10/building-multimodal-models-widedeep-pytorch-package.html
Dealing with Data Leakage,Target leakage and data leakage represent challenging problems in machine learning. Be prepared to recognize and avoid these potentially messy problems.,Cross-validation," Oct 8, 2021",https://www.kdnuggets.com/2021/10/dealing-data-leakage.html
Building and Operationalizing Machine Learning Models: Three tips for success,"With more enterprises implementing machine learning to improve revenue and operations, properly operationalizing the ML lifecycle in a holistic way is crucial for data teams to make their projects efficient and effective.",Deployment," Oct 7, 2021",https://www.kdnuggets.com/2021/10/building-operationalizing-machine-learning-models.html
"KDnuggets™ News 21:n37, Sep 29: Nine Tools I Wish I Mastered Before My PhD in Machine Learning; Path to Full Stack Data Science","Whether you have a PhD or not, learn these very useful 9 tools to increase your mastery of Machine Learning; Check this detailed path to becoming a full stack Data Scientist; Then do one of these 20 Machine Learning Projects that will help you get a job; See a Breakdown of Deep Learning Frameworks; and more.",Data Science Tools," Sep 29, 2021",https://www.kdnuggets.com/2021/n37.html
Data Analysis Using Scala,"It is very important to choose the right tool for data analysis. On the Kaggle forums, where international Data Science competitions are held, people often ask which tool is better. R and Python are at the top of the list. In this article we will tell you about an alternative stack of data analysis technologies, based on Scala.",Data Science," Sep 24, 2021",https://www.kdnuggets.com/2021/09/data-analysis-scala.html
20 Machine Learning Projects That Will Get You Hired,"If you want to break into the machine learning and data science job market, then you will need to demonstrate the proficiency of your skills, especially if you are self-taught through online courses and bootcamps. A project portfolio is a great way to practice your new craft and offer convincing evidence that an employee should hire you over the competition.",Career," Sep 22, 2021",https://www.kdnuggets.com/2021/09/20-machine-learning-projects-hired.html
Nine Tools I Wish I Mastered Before My PhD in Machine Learning,Whether you are building a start up or making scientific breakthroughs these tools will bring your ML pipeline to the next level.,AI," Sep 22, 2021",https://www.kdnuggets.com/2021/09/nine-tools-mastered-before-phd-machine-learning.html
"KDnuggets™ News 21:n36, Sep 22: The Machine & Deep Learning Compendium Open Book; Easy SQL in Native Python",The Machine & Deep Learning Compendium Open Book; Easy SQL in Native Python; Introduction to Automated Machine Learning; How to be a Data Scientist without a STEM degree; What Is The Real Difference Between Data Engineers and Data Scientists?,Automated Machine Learning," Sep 22, 2021",https://www.kdnuggets.com/2021/n36.html
How to Find Weaknesses in your Machine Learning Models,FreaAI: a new method from researchers at IBM.,Interpretability," Sep 20, 2021",https://www.kdnuggets.com/2021/09/weaknesses-machine-learning-models.html
"Adventures in MLOps with Github Actions, Iterative.ai, Label Studio and NBDEV",This article documents the authors' experience building their custom MLOps approach.,GitHub," Sep 16, 2021",https://www.kdnuggets.com/2021/09/adventures-mlops-github-actions-iterative-ai-label-studio-and-nbdev.html
The Machine & Deep Learning Compendium Open Book,"After years in the making, this extensive and comprehensive ebook resource is now available and open for data scientists and ML engineers. Learn from and contribute to this tome of valuable information to support all your work in data science from engineering to strategy to management.",Deep Learning," Sep 16, 2021",https://www.kdnuggets.com/2021/09/machine-deep-learning-open-book.html
